Name,Address,City,State
MEMORIAL,764 GRANT AVE,MAYWOOD,NJ
Memorial Campus,319 New York Ave.,Lyndhurst,NJ
Memorial Elementary School,130 LIBERTY ST,LITTLE FERRY,NJ
Memorial Elementary School,53 Grand Avenue West,Montvale,NJ
Memorial Elementary School,EAST 203 MIDLAND AVENUE,PARAMUS,NJ
Memorial Elementary School,400 Hudson Avenue,Pitman,NJ
Memorial High School,504 EAST BROAD STREET,MILLVILLE,NJ
Memorial High School,5501 PARK AVE,WEST NEW YORK,NJ
Memorial Middle School,375 RIVER DRIVE,ELMWOOD PARK,NJ
Memorial Middle School,12 - 00 FIRST STREET,FAIR LAWN,NJ
Memorial Middle School,500 Ridge Road,Cedar Grove,NJ
Memorial School,1 Haines Avenue,Emerson,NJ
Memorial School,DYER AVENUE,SOUTH HACKENSACK,NJ
Memorial Senior High School,375 RIVER DR,ELMWOOD PARK,NJ
Mercer County Technical School Culinary Arts Academy,129 Bull Run Road,Pennington,NJ
Mercer County Technical School Health Sciences Academy,1085 Old Trenton Road,Trenton,NJ
Mercer County Technical School STEM Academy,229 Bull Run Road,Pennington,NJ
Mercer Elementary School,1020 Old Trenton Road,Hamilton,NJ
Mercer High School,1030 Old Trenton Road,Hamilton,NJ
Mercerville Elementary School,60 REGINA AVENUE,HAMILTON,NJ
Merchantville Elementary School,130 S CENTRE ST,MERCHANTVILLE,NJ
Merritt Memorial,1 DOGWOOD LANE,CRESSKILL,NJ
Middle School # 4,107 BRIGHT STREET,JERSEY CITY,NJ
Middle Township Elementary #1,215 ELDREDGE ROAD,CAPE MAY COURT HOUSE,NJ
Middle Township Elementary #2,101 WEST PACIFIC AVE,CAPE MAY COURT HOUSE,NJ
Middle Township Elementary #4,300 E PACIFIC AVE,CAPE MAY COURT HOUSE,NJ
Middle Township High School,300 EAST ATLANTIC AVENUE,CAPE MAY COURT HOUSE,NJ
Midland Elementary School,241 WEST MIDLAND AVENUE,PARAMUS,NJ
Midland Park Jr./Sr. High School,250 PROSPECT ST,MIDLAND PARK,NJ
Midland School #1,300 ROCHELLE AVE,ROCHELLE PARK,NJ
Midtown Community School #8,550 AVENUE A,BAYONNE,NJ
Mildred Barry Garvin Elementary,1 GROVE PLACE,EAST ORANGE,NJ
Mildred Magowan Elementary School,405 CHERRIX AVENUE,EDGEWATER PARK,NJ
Milford School,7 HILLSIDE AVENUE,MILFORD,NJ
Millbridge Elementary School,282 CONROW ROAD,DELRAN,NJ
Millburn High School,462 MILLBURN AVE,MILLBURN,NJ
Millburn Middle School,25 OLD SHORT HILLS RD,MILLBURN,NJ
Millstone River School,75 GROVERS MILL ROAD,PLAINSBORO,NJ
Millville Senior High School,200 WADE BLVD,MILLVILLE,NJ
Milton H. Allen Elementary School,24 ALLEN AVENUE,MEDFORD,NJ
Monmouth Court Campus,25 Monmouth Court,L,NJ
Monongahela Middle School,890 BANKBRIDGE RD,SEWELL,NJ
Montclair High School,100 CHESTNUT ST,MONTCLAIR,NJ
Montrose Early Childhood Center,358 Clark Street,South Orange,NJ
Moonachie Campus,Robert L. Craig School,Moonachie,NJ
Moorestown High School,350 BRIDGEBORO ROAD,MOORESTOWN,NJ
Moorestown Upper Elementary School,325 BORTON LANDING ROAD,MOORESTOWN,NJ
Morgan Elementary School,38 STAMFORD ROAD,HAMILTON,NJ
Morris Goodwin School,839 YE GREATE STREET,GREENWICH,NJ
Mott Elementary School,45 STOKELY AVENUE,TRENTON,NJ
Mount Pleasant Elementary School,100 CARMEL RD,MILLVILLE,NJ
Mount Pleasant Elementary School,11 BROADLAWN DR,LIVINGSTON,NJ
Mount Pleasant Elementary School,9 MANGER ROAD,WEST ORANGE,NJ
Mount Pleasant Middle School,11 BROADLAWN DR,LIVINGSTON,NJ
Mt Vernon Place School,142 MOUNT VERNON PL,NEWARK,NJ
Mt. Vernon Avenue Elementary School,54 MT   VERNON AVENUE,IRVINGTON,NJ
Mullica Township Middle School,500 ELWOOD ROAD,ELWOOD,NJ
Mullica Township Primary School,500 ELWOOD ROAD,ELWOOD,NJ
MULTIPLY HANDICAPED,540 Farview Avenue,Paramus,NJ
Myron L. Powell Elementary School,225 MAIN STREET,CEDARVILLE,NJ
N. A. Bleshman Regional Day School,333 EAST RIDGEWOOD AVENUE,PARAMUS,NJ
Nathaniel Hawthorne Elementary School,201 FYCKE LANE,TEANECK,NJ
National Park School,516 LAKEHURST AVE,NATIONAL PARK,NJ
Neeta School,44 Neeta Trail,Medford Lakes,NJ
Nehaunsey Middle School,415 SWEDESBORO ROAD,GIBBSTOWN,NJ
Nellie K. Parker,261 MAPLE HILL DR,HACKENSACK,NJ
New Albany Elementary School,2701 NEW ALBANY ROAD,CINNAMINSON,NJ
New Hanover Township School,122 FORT DIX STREET,WRIGHTSTOWN,NJ
New Milford High School,330 River Road,NEW MILFORD,NJ
New Oliver Street School,104 Oliver Street,Newark,NJ
New York Avenue Elementary School,121 WEST NEW YORK AVENUE,SOMERS POINT,NJ
New York Avenue School,411 N New York Avenue,Atlantic City,NJ
Newark innovation Academy,190 Muhammad Ali Avenue,NEWARK,NJ
Newark Leadership Academy,301 West Kinney Street,Newark,NJ
Nicholas Oresko Community School,33 East 24th Street,BAYONNE,NJ
Nicolaus Copernicus School,3385 KENNEDY BLVD,JERSEY CITY,NJ
Nishuane Elementary School,32 CEDAR AVE,MONTCLAIR,NJ
NJ Regional Day School  - Newark,334 LYONS AVE,NEWARK,NJ
Nokomis School,135 Mudjekeewis Trail,Medford Lakes,NJ
North Arlington High School,222 Ridge Road,North Arlington,NJ
North Arlington Middle School,45 Beech Street,North Arlington,NJ
North Bergen High School,7417 KENNEDY BLVD,N BERGEN,NJ
North Cliff School,700 FLOYD ST,ENGLEWOOD CLIFFS,NJ
North End Elementary School,122 Stevens Avenue,Cedar Grove,NJ
North Hanover Township Upper Elementary School,351 MONMOUTH ROAD,WRIGHTSTOWN,NJ
North Hunterdon High School,1445 State Route 31,Annandale,NJ
North Main Street Elementary School,215 NORTH MAIN STREET,PLEASANTVILLE,NJ
Northeast Elementary School,603 GROVE ST,UPPER MONTCLAIR,NJ
Northern Burlington County Regional High School,160 MANSFIELD ROAD EAST,COLUMBUS,NJ
Northern Burlington County Regional Middle School,180 MANSFIELD ROAD  EAST,COLUMBUS,NJ
Northern Highlands Regional High School,298 HILLSIDE AVE,ALLENDALE,NJ
Northern Valley Central,200 Summit Street,Norwood,NJ
Northern Valley Regional High School at Demarest,150 Knickerbocker Road,Demarest,NJ
Northern Valley Regional High School at Old Tappan,140 Central Avenue,Old Tappan,NJ
Northfield Community Elementary School,2000 NEW ROAD,NORTHFIELD,NJ
Northfield Community Middle School,2000 NEW ROAD,NORTHFIELD,NJ
Northvale Public School,441 TAPPAN ROAD,NORTHVALE,NJ
Norwood Public School,177 SUMMIT ST,NORWOOD,NJ
Number Three School,403 CLIFF STREET,FAIRVIEW,NJ
Nutley High School,300 FRANKLIN AVE,NUTLEY,NJ
Oak Knoll Elementary School,23 BODINE AVENUE,WILLIAMSTOWN,NJ
Oak Valley Elementary School,525 COLLEGE BLVD,WENONAH,NJ
Oak View Elementary School,150 Garrabrant Avenue,Bloomfield,NJ
Oakcrest High School,1824 DR  DENNIS FOREMAN DRIVE,MAYS LANDING,NJ
Oaklyn Public School,136 KENDALL BLVD,OAKLYN,NJ
Oakview Elementary School,350 DUBOIS AVE,WEST DEPTFORD,NJ
Oakwood Avenue Elementary School,135 OAKWOOD AVE,ORANGE,NJ
Ocean Academy,148 CREST HAVEN ROAD,CAPE MAY COURT HOUSE,NJ
Ocean City High School,501 ATLANTIC AVENUE,OCEAN CITY,NJ
Ocean City Intermediate School,1901 BAY AVENUE,OCEAN CITY,NJ
Ocean City Primary School,550 WEST AVENUE,OCEAN CITY,NJ
Octavio V. Catto Community Family School,3100 WESTFIELD AVE,CAMDEN,NJ
Old Turnpike School,171 OLD TURNPIKE ROAD,CALIFON,NJ
Oliver Street School,86 OLIVER ST,NEWARK,NJ
"Ollie Culbreth, Jr. School",153 UNION ST,JERSEY CITY,NJ
Oradell Public School,350 PROPECT AVENUE,ORADELL,NJ
Orange Early Childhood Center,397 Park Avenue,Orange,NJ
Orange High School,400 LINCOLN AVE,ORANGE,NJ
Orange Preparatory Academy,400 CENTRAL AVE,ORANGE,NJ
Orchard Elementary School,230 DEMAREST ST,RIDGEWOOD,NJ
Orchard Valley Middle School,238 PITMAN  DOWNER RD,SEWELL,NJ
Osage School,112 Somerdale Road,VOORHEES,NJ
Overbrook Senior High School,1200 TURNERSVILLE ROAD,PINE HILL,NJ
P.J. Hill Elementary,1010 EAST STATE STREET,TRENTON,NJ
Palisades Park Jr-Sr High School,VETERANS PLAZA,PALISADES PARK,NJ
Palmyra High School,5TH & WEART BOULEVARD,PALMYRA,NJ
Paramus High School,99 EAST CENTURY ROAD,PARAMUS,NJ
Park  Avenue Elementary School,231 PARK AVE,ORANGE,NJ
Park Elementary School,120 MANCHESTER PLACE,Newark,NJ
Park Ridge High School,2 PARK AVE,PARK RIDGE,NJ
Parker Elementary,820 S Warren St,TRENTON,NJ
Parkivew Elementary School,123 PARKVIEW RD,STRATFORD,NJ
Parkview Elementary School,101 BIRCH ST,WESTVILLE,NJ
Parkway Elementary School,145 E. RIDGEWOOD AVENUE,PARAMUS,NJ
Parkway Elementary School,142 RAMBLEWOOD PARKWAY,MOUNT LAUREL,NJ
Parkway Elementary School,446 PARKWAY AVENUE,EWING,NJ
Pascack Hills High School,225 West Grand Avenue,Montvale,NJ
Pascack Valley High School,200 Piermont Avenue,Hillsdale,NJ
"Patricia M. Noonan School, PS #26",164 Laidlaw Ave,Jersey City,NJ
Patrick F. Healy Middle School,116 HAMILTON ST,EAST ORANGE,NJ
Patrick M Villano School,175 Linwood Avenue,Emerson,NJ
Patrick McGaheran,63  ALLERTON ROAD,LEBANON,NJ
Pauline J. Petway Elementary School,1115 SO  LINCOLN AVE,VINELAND,NJ
Paulsboro High School,670 N DELAWARE ST,PAULSBORO,NJ
PAULSBORO JUNIOR HIGH SCHOOL,670 N Delaware Street,Paulsboro,NJ
Pemberton Early Childhood Education Center,100 Arney's Mt. Road,Pemberton,NJ
Pemberton Township High School,148 ARNEYS MOUNT ROAD,PEMBERTON,NJ
Pennsauken High School,800 HYLTON ROAD,PENNSAUKEN,NJ
Pennsauken Intermediate School,8125 PARK AVENUE,PENNSAUKEN,NJ
Pennsylvania Ave School,201 N. Pennsylvania Avenue,Atlantic City,NJ
Perry L. Drew Elementary School,70 TWIN RIVERS DRIVE NORTH,EAST WINDSOR,NJ
Peter Muschal Elementary,323 WARD AVE,BORDENTOWN,NJ
Philip G. Vroom Community School,18 WEST 26TH ST,BAYONNE,NJ
Pierrepont School,70 E PIERREPONT AVE,RUTHERFORD,NJ
Pine Acres Early Childhood Center,720 PURDUE AVE,WENONAH,NJ
Pine Hill Middle School,1100 TURNERVILLE ROAD,PINE HILL,NJ
Pitman High School,225 Linden Avenue,Pitman,NJ
Pitman Middle School,138 East Holly Avenue,Pitman,NJ
Pleasant Valley School,401 CEDAR RD,MULLICA HILL,NJ
Pleasantville High School,701 MILL ROAD,PLEASANTVILLE,NJ
Pleasantville Middle School,801 MILL ROAD,PLEASANTVILLE,NJ
Pomona Preschool,400 S  GENOA AVENUE,EGG HARBOR,NJ
Pond Road Middle School,150 POND ROAD,ROBBINSVILLE,NJ
Port Norris Middle School,6812 BROWN STREET,PORT NORRIS,NJ
Port Republic Elementary School,137 POMONA AVENUE,PORT REPUBLIC,NJ
President Barack Obama Elementary School,1830 KENNEDY BLVD,JERSEY CITY,NJ
Princeton High School,151 MOORE STREET,PRINCETON,NJ
Programs at Park Academy,609 Westwood Avenue,River Vale,NJ
Public School Number Five,5401 HUDSON AVE,WEST NEW YORK,NJ
Public School Number One,6129 MADISON ST,WEST NEW YORK,NJ
Public School Number Two,5200 BROADWAY,WEST NEW YORK,NJ
Quarter Mile Lane School,300 QUARTER MILE LANE,BRIDGETON,NJ
Quitman Community School,21 QUITMAN ST,NEWARK,NJ
R. M. Bacon Elementary School,501 SOUTH THIRD STREET,MILLVILLE,NJ
Radburn Elementary School,18-00 RADBURN RD,FAIR LAWN,NJ
Radcliffe School,379 BLOOMFIELD AVE,NUTLEY,NJ
Radix Elementary,363 RADIX RD,WILLIAMSTOWN,NJ
Rafael Cordero y Molina,158 ERIE ST,JERSEY CITY,NJ
Rafael Hernandez School,345 BROADWAY,NEWARK,NJ
Ralph J. Steinhauer Elementary School,25 NORTH FELLOWSHIP ROAD,MAPLE SHADE,NJ
Ralph S Maugham School,111 MAGNOLIA AVENUE,TENAFLY,NJ
Ramapo High School,331 GEORGE STREET,FRANKLIN LAKES,NJ
Ramapo Ridge,150 RIDGE ROAD,MAHWAH,NJ
Ramsey High School,256 E  MAIN STREET,RAMSEY,NJ
Rancocas Valley Regional High School,520 JACKSONVILLE ROAD,MOUNT HOLLY,NJ
Raymond W. Kershaw School,125 SOUTH BLACK HORSE PIKE,MOUNT EPHRAIM,NJ
Reading-Fleming Intermediate School,50 COURT STREET,FLEMINGTON,NJ
Readington Middle School,48 READINGTON RD,WHITEHOUSE STATION,NJ
Red Bank Elementary School,192 PHILADELPHIA AVE,WEST DEPTFORD,NJ
Redwood Elementary School,75 REDWOOD AVE,W ORANGE,NJ
Reeds Road Elementary School,103 SOUTH REEDS ROAD,GALLOWAY,NJ
Regional Day School,425 JOHNSTON AVENUE,JERSEY CITY,NJ
Regional Day School,1070 Old Trenton Road,Hamilton,NJ
Renaissance Middle School at the Rand Building,176 North Fullerton Avenue,MONTCLAIR,NJ
Rev. Dr. Ercel F. Webb School,264 VAN HORNE STREET,JERSEY CITY,NJ
Richard C Crockett Middle School,2631 KUSER ROAD,HAMILTON,NJ
RICHARD E BYRD,640 DOREMUS AVE,GLEN ROCK,NJ
Richard L Rice School,50 CROWN ROYAL PARKWAY,MARLTON,NJ
Richard M. Teitelman Middle School,687 RT 9,CAPE MAY,NJ
Richard Stockton Elementary School,200 Wexford Dr.,CHERRY HILL,NJ
Richmond Avenue School,4115 Ventnor Avenue,Atlantic City,NJ
Ridge Elementary School,325 WEST RIDGEWOOD AVE,RIDGEWOOD,NJ
Ridge Ranch Elementary School,345 LOCKWOOD DRIVE,PARAMUS,NJ
Ridge Street School,735 RIDGE ST,NEWARK,NJ
Ridgefield Memorial High School,555 WALNUT ST,RIDGEFIELD,NJ
Ridgefield Park Jr Sr High School,1 OZZIE NELSON DRIVE,RIDGEFIELD PARK,NJ
Ridgewood Avenue School,235 RIDGEWOOD AVE,GLEN RIDGE,NJ
Ridgewood High School,627 EAST RIDGEWOOD AVE,RIDGEWOOD,NJ
Rieck Avenue Elementary School,339 RIECK AVENUE,MILLVILLE,NJ
Riker Hill Elementary School,31 BLACKSTONE DR,LIVINGSTON,NJ
Riletta Twyne Cream Family School,1875 Mulford Street,CAMDEN,NJ
River Dell Middle School,230 WOODLAND AVENUE,River Edge,NJ
River Dell Regional High School,55 PYLE STREET,ORADELL,NJ
Riverside Elementary School,112 E WASHINGTON STREET,RIVERSIDE,NJ
Riverside High School,112 E WASHINGTON STREET,RIVERSIDE,NJ
Riverside Middle School,112 E WASHINGTON STREET,RIVERSIDE,NJ
Riverside School,58 RIVERSIDE DRIVE,PRINCETON,NJ
Riverton School,600 FIFTH STREET,RIVERTON,NJ
Robbins Elementary School,283 TYLER STREET,TRENTON,NJ
Robbinsville High School,155 ROBBINSVILLE EDINBURG RD,ROBBINSVILLE,NJ
Roberge Elementary School,617 WESTWOOD AVE,RIVER VALE,NJ
Robert B Jaggard School,2 WESTCOTT ROAD,MARLTON,NJ
Robert D Reynolds Primary School,391 W  SADDLE RIVER RD,UPPER SADDLE RIVER,NJ
Robert Fulton Elementary School,7407 HUDSON AVE,NORTH BERGEN,NJ
Robert Hunter Elementary School,8 DAYTON ROAD,FLEMINGTON,NJ
Robert L. Craig School,20 WEST PARK STREET,MOONACHIE,NJ
Robert Menendez Elementary School,600 55TH ST,WEST NEW YORK,NJ
Robert Waters Elementary School,2800 SUMMIT AVE,UNION CITY,NJ
Roberto Clemente Elementary School,257 SUMMER AVE,NEWARK,NJ
Robinson Elementary School,495 GROPP AVENUE,HAMILTON,NJ
Roebling Elementary School,1330 HORNBERGER AVE,ROEBLING,NJ
Roland Rogers Elementary School,105 S  REEDS ROAD,GALLOWAY,NJ
Roosevelt  Elementary School,508 TEANECK ROAD,RIDGEFIELD PARK,NJ
Roosevelt Elementary School,50 Webster Street,North Arlington,NJ
Roosevelt Elementary School,733 KEARNY AVE,KEARNY,NJ
Roosevelt Middle School,36 GILBERT PL,W ORANGE,NJ
Roosevelt School,435 PASSAIC AVENUE,LODI,NJ
Roosevelt School,530 STUYVESANT AVE,LYNDHURST,NJ
Roosevelt School,711 SUMMIT AVE,RIVER EDGE,NJ
Roosevelt School #7,225 LINCOLN PL,GARFIELD,NJ
Rosa International Middle School,485 Browning Lane,CHERRY HILL,NJ
Rosa Parks /Central Community School,369 MAIN STREET,ORANGE,NJ
Round Valley,128  COKESBURY RD,LEBANON,NJ
Roy W. Brown Middle School,130 S WASHINGTON AVE,BERGENFIELD,NJ
Rutherford High School,56 ELLIOTT PL,RUTHERFORD,NJ
SADDLE BROOK MIDDLE/HIGH SCHOOL,355 MAYHILL STREET,SADDLE BROOK,NJ
SALOME H. LONG MEMORIAL SCHOOL,260 FLORAL LANE,SADDLE BROOK,NJ
Salvatore R. Calabro,524 Park Avenue,HOBOKEN,NJ
Samuel M Ridgway Middle School,300 DELANCO RD,EDGEWATER PARK,NJ
Samuel Mickle School,559 KINGS HIGHWAY,MICKLETON,NJ
Samuel S. Yellin Elementary School,111 WARWICK ROAD,STRATFORD,NJ
Samuel Smith Elementary School,250 FARNER AVENUE,BURLINGTON,NJ
Samuel T. Busansky School,16 SCRAPETOWN ROAD,PEMBERTON,NJ
Sandman Consolidated School,838 SEASHORE RD,CAPE MAY,NJ
Sara M. Gilmore Academy,1700 Kerrigan Avenue,Union City,NJ
Sayen Elementary School,3333 NOTTINGHAM WAY,HAMILTON,NJ
School #3,397 PALISADE AVENUE,CLIFFSIDE PARK,NJ
School #4,279 COLUMBIA AVENUE,CLIFFSIDE PARK,NJ
School #5,214 DAY AVE,CLIFFSIDE PARK,NJ
School #6/Middle School,440 OAKDENE AVE,CLIFFSIDE PARK,NJ
School No. 1,250 HOYM STREET,FORT LEE,NJ
School No. 2,2047 JONES ROAD,FORT LEE,NJ
School No. 3,2405 SECOND STREET,FORT LEE,NJ
School No. 4,1193 ANDERSON AVE,FORT LEE,NJ
Schuyler Elementary School,644 FOREST ST,KEARNY,NJ
Science Park High School,260 NORFOLK STREET,NEWARK,NJ
Seaview Elementary School,2013 WABASH AVE,LINWOOD,NJ
Secaucus High School,11 MILL RIDGE ROAD,SECAUCUS,NJ
Secaucus Middle School,11 MILL RIDGE ROAD,SECAUCUS,NJ
Selzer Elementary\Middle School,435 PROSPECT AVE,DUMONT,NJ
Seneca High School,110 CARRANZA ROAD,TABERNACLE,NJ
Seth Boyden Elementary Demonstration School,274 BOYDEN AVE,MAPLEWOOD,NJ
Seventh Avenue,316 Seventh Avenue,HADDON HEIGHTS,NJ
Sewell Elementary School,40 MCANALLY DR,SEWELL,NJ
Shady Lane Elementary School,130 PEACH STREET,WESTVILLE,NJ
Shaler Academy,455 SHALER BOULEVARD,RIDGEFIELD,NJ
Sharon School,234 SHARON ROAD,ROBBINSVILLE,NJ
Shawnee High School,600 TABERNACLE ROAD,MEDFORD,NJ
Sicomac Elementary School,356 SICOMAC AVE,WYCKOFF,NJ
Signal Hill School,33 Signal Hill Drive,VOORHEES,NJ
Silver Run Elementary School,301 SILVER RUN ROAD,MILLVILLE,NJ
Sixteenth Avenue School,73 SIXTEENTH AVENUE,ELMWOOD PARK,NJ
Slackwood Elementary School,2060 PRINCETON PIKE,LAWRENCEVILLE,NJ
Slocum Skewes School,650 PROSPECT AVE,RIDGEFIELD,NJ
Smithville Elementary School,37 S  OLD PORT REPUBLIC ROAD,GALLOWAY,NJ
Sojourner Truth Middle School,116 HAMILTON ST,EAST ORANGE,NJ
Solve D'Ippolito Elementary School,1578 NORTH VALLEY AVE,VINELAND,NJ
Somerdale Park School,301 GRACE STREET,SOMERDALE,NJ
Somerville Elementary School,45 SOUTH PLEASANT AVE,RIDGEWOOD,NJ
South End Elementary School,116 Harper Terrace,Cedar Grove,NJ
SOUTH HARRISON TOWNSHIP ELEMENTARY SCHOOL,904 MULLICA HILL RD,HARRISONVILLE,NJ
South Hunterdon Regional High School,301 Mt Airy Harbourton Rd,Lambertville,NJ
South Main Street Elementary School,701 SOUTH MAIN STREET,PLEASANTVILLE,NJ
South Mountain Annex,112 Glenview Road,South Orange,NJ
South Mountain Elementary School,444  WEST SOUTH ORANGE AVE,S ORANGE,NJ
South Mountain School,2 SOUTHERN SLOPE DRIVE,MILLBURN,NJ
South Orange Middle School,70 North Ridgewood Road,S ORANGE,NJ
South Seventeenth Street School,619 S SEVENTEENTH ST,NEWARK,NJ
South Street Elementary School,44-48 Hermon Street,NEWARK,NJ
South Valley Elementary School,210 S  STANWICK RD,MOORESTOWN,NJ
Southampton Township School #1,26 PLEASANT STREET,SOUTHAMPTON,NJ
Southampton Township School #2,100 MISS MABEL DRIVE,SOUTHAMPTON,NJ
Southampton Township School #3,100 WARRIOR WAY,SOUTHAMPTON,NJ
Sovereign Avenue School,3205 Arctic Avenue,Atlantic City,NJ
Speedway Avenue School,701 SOUTH ORANGE AVENUE,NEWARK,NJ
Spring Garden School,59 S SPRING GARDEN AVE,NUTLEY,NJ
Springfield Township School,2146 JACKSONVILLE ROAD,JOBSTOWN,NJ
Springville Elementary School,520 HARTFORD ROAD,MT  LAUREL,NJ
Spruce Run,27 BELVIDERE AVENUE,CLINTON,NJ
St. Cloud Elementary School,71 SHERIDAN AVE,W ORANGE,NJ
Sterling High School,501 South Warwick Road,Somerdale,NJ
Stone Harbor Elementary School,275 93RD ST,STONE HARBOR,NJ
Stony Brook Elementary School,20 STEPHENSON ROAD,PENNINGTON,NJ
Stony Lane Elementary School,W 110 RIDGEWOOD AVENUE,PARAMUS,NJ
Stow Creek Township School,11 GUM TREE CORNER ROAD,BRIDGETON,NJ
Stoy Elementary School,206 BRIARWOOD AVENUE,HADDONFIELD,NJ
Strawbridge Elementary School,307 STRAWBRIDGE AVENUE,WESTMONT,NJ
Sunnybrae Elementary School,166 ELTON AVENUE,HAMILTON,NJ
Sussex Avenue School,307 SUSSEX AVE,NEWARK,NJ
T. Baldwin Demarest Elementary School,1 SCHOOL ST,OLD TAPPAN,NJ
T. E. Harrington Middle School,514 MOUNT LAUREL ROAD,MOUNT LAUREL,NJ
Tabernacle Elementary School,141 NEW ROAD,TABERNACLE,NJ
Taunton Forge Elementary School,32 EVERGREEN TRAIL,MEDFORD,NJ
Teaneck High School,100 ELIZABETH AVE,TEANECK,NJ
Technology High School,223 BROADWAY,NEWARK,NJ
Tenafly High School,19 COLUMBUS DRIVE,TENAFLY,NJ
Tenafly Middle School,10 SUNSET LANE,TENAFLY,NJ
Tenakill Middle School,275 High Street,CLOSTER,NJ
Tewksbury Elementary School,109 FAIRMOUNT ROAD EAST,CALIFON,NJ
Texas Avenue School,2523 Arctic Avenue,Atlantic City,NJ
The Early Childhood Center @ Forest Glen,280 Davey Street,Bloomfield,NJ
Theodore Roosevelt Elementary School,4507 HUDSON AVE,UNION CITY,NJ
Theodore Roosevelt School,1 LOUISA PLACE,WEEHAWKEN,NJ
Thirteenth Avenue School,359 THIRTEENTH AVE,NEWARK,NJ
Thomas A Edison Elementary School,507 WEST ST,UNION CITY,NJ
Thomas A. Edison Elementary School,205 MELROSE AVENUE,WESTMONT,NJ
Thomas B. Conley Elementary School,940 IRON BRIDGE RD,ASBURY,NJ
Thomas E. Bowe School,CARPENTER ST AND MANCUSO LANE,GLASSBORO,NJ
Thomas G. Connors,201 MONROE STREET,HOBOKEN,NJ
Thomas H. Dudley Family School,2250 Berwick Street,Camden,NJ
Thomas Jefferson Elementary School,95 ALTAIR DR,TURNERSVILLE,NJ
Thomas Jefferson Middle School,35 - 01 MORLOT AVENUE,FAIR LAWN,NJ
Thomas Jefferson Middle School,75 FIRST STREET,LODI,NJ
Thomas Jefferson Middle School,655 TEANECK RD,TEANECK,NJ
Thomas Jefferson School #9,62 Alpine Street,Garfield,NJ
Thomas Paine Elementary School,4001 Church Rd.,CHERRY HILL,NJ
Thomas R Grover Middle School,10 SOUTHFIELD ROAD,West Windsor,NJ
Thomas Richards Elementary,934 LINCOLN AVE,ATCO,NJ
Thomas Sharp Elementary School,400 COMLY AVE,WEST COLLINGSWOOD,NJ
Thomas W. Wallace Jr. Middle School,688 NORTH MILL ROAD,VINELAND,NJ
Three Bridges School,480 MAIN STREET,THREE BRIDGES,NJ
Thurgood Marshall Elementary School,141  181 MONTGOMERY AVENUE,IRVINGTON,NJ
Timber Creek Regional High School,501 JARVIS ROAD,ERIAL,NJ
Timberlane Middle School,51 S  TIMBERLANE DRIVE,PENNINGTON,NJ
Toll Gate Grammar School,275 SO  MAIN STREET,PENNINGTON,NJ
Town Center Elementary School at Plainsboro,700 WYNDHURST DRIVE,PLAINSBORO,NJ
Travell Elementary School,340 BOGERT AVE,RIDGEWOOD,NJ
Trenton Central High School - Main Campus,171 DIVISION STREET,TRENTON,NJ
Trenton Central High School-9th Grade Academy,500 Perry Street,Trenton,NJ
Triton Regional High School,250 SCHUBERT AVE,RUNNEMEDE,NJ
Tuscan Elementary School,25 HARVARD AVE,MAPLEWOOD,NJ
Twin Hills Elementary School,110 TWIN HILL DRIVE,WILLINGBORO,NJ
Union Avenue Middle School,427     UNION AVE,IRVINGTON,NJ
Union City Evening High School,2215 Kerrigan Avenue,Union City,NJ
Union City High School,2500 Kennedy Blvd,Union City,NJ
Union Hill Middle School,3800 HUDSON AVE,UNION CITY,NJ
Union School,359 UNION AVE,RUTHERFORD,NJ
Union Township Elementary School,149 PERRYVILLE ROAD,HAMPTON,NJ
Union Township Middle School,165 PERRYVILLE ROAD,HAMPTON,NJ
Union Valley Elementary School,1300 JARVIS ROAD,SICKLERVILLE,NJ
University Elementary School,1 UNIVERSITY PLACE,IRVINGTON,NJ
University Heights Elementary School,645 PAXSON AVENUE,HAMILTON,NJ
University High School,55 CLINTON PL,NEWARK,NJ
University Middle School,255 MYRTLE AVE,IRVINGTON,NJ
UPLIFT Academy,150 Newton St,NEWARK,NJ
Upper School,143 CHARLOTTE PL,ENGLEWOOD CLIFFS,NJ
Upper Township Elementary School,50 OLD TUCKAHOE RD,MARMORA,NJ
Upper Township Middle School,525 PERRY RD,PETERSBURG,NJ
Upper Township Primary School,130 OLD TUCKAHOE RD,MARMORA,NJ
Uptown School Complex,323 Madison Avenue,Atlantic City,NJ
Valley Middle School,71 OAK ST,OAKLAND,NJ
Valley View School,400 ROUTE 513,CALIFON,NJ
Van Sciver Elementary School,625 RHOADS AVENUE,HADDONFIELD,NJ
Venice Park School,1601 N Penrose Avenue,Atlantic City,NJ
Ventnor Elementary School,400 N  LAFAYETTE AVENUE,VENTNOR,NJ
Ventnor Middle School,VENTNOR EDUCATIONAL COMMUNITY,VENTNOR,NJ
Verona High School,151 FAIRVIEW AVE,VERONA,NJ
Veterans Memorial Family School,800 N 26th Street,CAMDEN,NJ
Veterans Memorial Middle,424 S MAIN RD,VINELAND,NJ
Veterans' Memorial Elementary School,1401 CENTRAL AVENUE,UNION CITY,NJ
Village Elementary School,601 NEW VILLAGE ROAD,West Windsor,NJ
Vineland Senior High School,2880 E CHESTNUT AVE,VINELAND,NJ
Voorhees High School,256 County Route 513,Glen Gardner,NJ
Voorhees Middle School,1000 HOLLY OAK DR,VOORHEES,NJ
